transaction_id,date,type,debit_account,credit_account,amount,description,reference_id,status,created_by,created_at,approved_by,approved_at,currency,exchange_rate
2076,2023-07-29,Інше,2000,1000,60172.34,Так термін дихання яблуко шкільний.,TRX-2076,Проведено,Пріска Рябошапка,2023-07-29,Редько Наталія Лесівна,2023-07-29 09:00:00,UAH,1.0
2077,2024-08-15,Ремонт,4400,1000,11567.880000000001,Ремонт обладнання 33,MAINT-154,Відхилено,Ірина Міщенко,2024-08-15,пан Єфрем Стус,2024-08-15 08:00:00,UAH,1.0
2078,2023-10-08,Продаж,1000,3000,16480.094399999998,Продаж товару 92,SALE-819,Очікує,Трохим Щербак,2023-10-08,Валерій Іщак,,UAH,1.0
2079,2024-08-10,Ремонт,4400,1000,11666.93,Ремонт обладнання 34,MAINT-956,Проведено,Дан Андрієвич,2024-08-10,Камілла Алексійчук,2024-08-10 16:00:00,UAH,1.0
2080,2024-11-08,Зарплата,4100,1000,51741.01,Виплата заробітної плати,TRX-2080,Очікує,Світлана Венгринович,2024-11-08,Златослава Червоненко,2024-11-08 23:00:00,UAH,1.0
2081,2024-05-25,Ремонт,4400,1000,15170.07,Ремонт обладнання 43,MAINT-440,Проведено,Герман Притула,2024-05-25,Орина Масляк,2024-05-25 04:00:00,UAH,1.0
2082,2023-06-01,Комунальні,4200,1000,86623.05,Оплата комунальних послуг,TRX-2082,Очікує,Болеслав Валенко,2023-06-01,Людмила Павличенко,2023-06-01 03:00:00,UAH,1.0
2083,2024-01-26,Інше,1000,1000,38894.13,Пити нарада спорт палата.,TRX-2083,Відхилено,Онисим Габелко,2024-01-26,Ярослав Фастенко,2024-01-27 17:00:00,UAH,1.0
2084,2024-01-29,Зарплата,4100,1000,25390.66,Виплата заробітної плати,TRX-2084,Проведено,Аніта Фурс,2024-01-29,Михайлина Вахній,2024-01-30 14:00:00,UAH,1.0
2085,2023-02-12,Комунальні,4200,1000,1621.56,Оплата комунальних послуг,TRX-2085,Відхилено,Олена Хоменко,2023-02-12,Устим Тихий,2023-02-12 01:00:00,UAH,1.0
2086,2024-03-30,Продаж,1000,3000,368835.6672,Продаж товару 5,SALE-653,Відхилено,Юхим Бабʼяк,2024-03-30,,2024-03-31 04:00:00,UAH,1.0
2087,2024-12-02,Зарплата,4100,1000,66546.4,Виплата заробітної плати,TRX-2087,Проведено,Борислав Мазур,2024-12-02,Борис Павличенко,2024-12-02 21:00:00,UAH,1.0
2088,2024-09-03,Зарплата,4100,1000,35232.4,Виплата заробітної плати,TRX-2088,Проведено,Тарас Чубай,2024-09-03,Альберт Алексійчук,2024-09-03 11:00:00,UAH,1.0
2089,2023-01-27,Інше,1100,1000,80747.88,Банк висіти один покоління кут несподіваний.,TRX-2089,Очікує,Святослав Редько,2023-01-27,Святослава Вівчаренко,2023-01-28 15:00:00,UAH,1.0
2090,2023-03-18,Інше,3100,1000,14759.63,Гуляти виникнення знищення секунда.,TRX-2090,Проведено,Ісаєвич Степан Омелянович,2023-03-18,Аврелій Власюк,2023-03-18 13:00:00,UAH,1.0
2091,2024-04-04,Ремонт,4400,1000,7386.25,Ремонт обладнання 10,MAINT-699,Очікує,Марта Гриценко,2024-04-04,,2024-04-04 13:00:00,UAH,1.0
2092,2024-10-07,Інше,1200,1000,80609.54,Недолік райком обуритися поріг термін іспит.,TRX-2092,Проведено,Данна Василечко,2024-10-07,пані Ярослава Литвиненко,2024-10-07 18:00:00,UAH,1.0
2093,2024-11-01,Закупівля,1000,1000,37601.81,Сумний спосіб жити багряний.,TRX-2093,Проведено,Еріка Ярема,2024-11-01,Ілля Козак,,UAH,1.0
2094,2023-02-06,Ремонт,4400,1000,43125.19,Ремонт обладнання 10,MAINT-884,Проведено,Василь Шеремета,2023-02-06,Климент Чуприна,2023-02-06 17:00:00,UAH,1.0
2095,2024-02-05,Зарплата,4100,1000,33325.92,Виплата заробітної плати,TRX-2095,Проведено,Марʼяна Демʼянюк,2024-02-05,Богданна Дубас,2024-02-05 21:00:00,UAH,1.0
2096,2023-05-25,Ремонт,4400,1000,29423.78,Ремонт обладнання 46,MAINT-103,Проведено,Ірина Скиба,2023-05-25,Богуслава Коваленко,2023-05-25 13:00:00,UAH,1.0
2097,2024-05-08,Закупівля,4100,1000,79373.85,Пісня ефект неправда процес сонце факультет.,TRX-2097,Очікує,Святослав Оліфіренко,2024-05-08,Анжела Зарудна,2024-05-08 21:00:00,UAH,1.0
2098,2024-08-28,Продаж,1000,3000,43226.45249999999,Продаж товару 54,SALE-838,Очікує,Симон Яременко,2024-08-28,Аліна Засядько,2024-08-28 02:00:00,UAH,1.0
2099,2023-04-26,Ремонт,4400,1000,8588.130000000001,Ремонт обладнання 46,MAINT-11,Відхилено,Єщенко Златослава Симонівна,2023-04-26,Леопольд Чабан,2023-04-27 19:00:00,UAH,1.0
2100,2024-03-21,Ремонт,4400,1000,24313.11,Ремонт обладнання 19,MAINT-42,Відхилено,Яременко Соломон Глібович,2024-03-21,Тетяна Архипенко,2024-03-22 18:00:00,UAH,1.0
2101,2023-02-28,Інше,2000,1000,96545.5,Військовий крутий спосіб квапливий.,TRX-2101,Проведено,Тереза Гузь,2023-02-28,Марина Якимчук,2023-03-01 11:00:00,UAH,1.0
2102,2023-06-29,Продаж,1000,3000,106091.8056,Продаж товару 71,SALE-502,Очікує,Василина Вакуленко,2023-06-29,Алевтин Вертипорох,,UAH,1.0
2103,2024-08-13,Комунальні,4200,1000,23600.88,Оплата комунальних послуг,TRX-2103,Проведено,пані Пріска Данильчук,2024-08-13,Євген Авраменко,2024-08-13 19:00:00,UAH,1.0
2104,2024-09-15,Закупівля,4200,1000,12320.56,Єврейський зупинити груди аж здригатися.,TRX-2104,Проведено,Алевтин Гузій,2024-09-15,пані Маруся Масоха,2024-09-15 21:00:00,UAH,1.0
2105,2023-04-18,Продаж,1000,3000,38874.76,Продаж товару 51,SALE-181,Очікує,Амвросій Скорик,2023-04-18,Йосип Їжак,2023-04-19 21:00:00,UAH,1.0
2106,2024-04-05,Ремонт,4400,1000,25333.25,Ремонт обладнання 8,MAINT-126,Проведено,Макар Єщенко,2024-04-05,Борислав Ільченко,2024-04-06 23:00:00,UAH,1.0
2107,2023-01-20,Комунальні,4200,1000,34236.56,Оплата комунальних послуг,TRX-2107,Очікує,Дарина Полтавець,2023-01-20,Віолетта Архимович,2023-01-20 23:00:00,UAH,1.0
2108,2024-10-10,Зарплата,4100,1000,50678.34,Виплата заробітної плати,TRX-2108,Очікує,Франц Лагода,2024-10-10,Оксенія Овчаренко,2024-10-10 09:00:00,UAH,1.0
2109,2023-05-16,Закупівля,4400,1000,13044.98,Космос соціалістичний чітко виражений трубка.,TRX-2109,Очікує,Пріска Величко,2023-05-16,Гаврило Лисенко,2023-05-16 08:00:00,UAH,1.0
2110,2024-04-29,Інше,1300,1000,39244.79,Багаття міра що важливий.,TRX-2110,Очікує,Сергій Гаєвський,2024-04-29,Михайлина Корсун,2024-04-30 09:00:00,UAH,1.0
2111,2024-03-19,Ремонт,4400,1000,5147.83,Ремонт обладнання 1,MAINT-108,Проведено,пані Юстина Чумак,2024-03-19,,2024-03-19 22:00:00,UAH,1.0
2112,2023-01-04,Закупівля,3100,1000,50856.18,Кут демократія розлад соціалістичний.,TRX-2112,Відхилено,Лілія Супруненко,2023-01-04,Христина Тригуб,2023-01-04 02:00:00,UAH,1.0
2113,2024-08-10,Продаж,1000,3000,209832.9744,Продаж товару 66,SALE-507,Відхилено,Варфоломій Фартушняк,2024-08-10,,2024-08-10 16:00:00,UAH,1.0
2114,2023-10-01,Закупівля,4300,1000,91484.52,Який хата натиснути зрозумілий сонце.,TRX-2114,Проведено,Ірена Оберемко,2023-10-01,Тарас Килимник,2023-10-02 17:00:00,UAH,1.0
2115,2023-11-12,Закупівля,4300,1000,33353.26,Забирати дальній теорія плавно інший.,TRX-2115,Очікує,Марія Михайлюк,2023-11-12,пані Еріка Величко,2023-11-12 22:00:00,UAH,1.0
2116,2023-01-20,Зарплата,4100,1000,63269.91,Виплата заробітної плати,TRX-2116,Очікує,пані Христина Ґжицька,2023-01-20,Дан Романенко,2023-01-21 03:00:00,UAH,1.0
2117,2024-07-19,Продаж,1000,3000,79628.9886,Продаж товару 13,SALE-565,Відхилено,пані Лілія Доценко,2024-07-19,добродій Устим Франчук,2024-07-21 00:00:00,UAH,1.0
2118,2024-08-14,Комунальні,4200,1000,26840.49,Оплата комунальних послуг,TRX-2118,Відхилено,Алла Теліженко,2024-08-14,пані Марʼяна Атаманюк,2024-08-15 03:00:00,UAH,1.0
2119,2023-09-22,Продаж,1000,3000,43754.56540000001,Продаж товару 51,SALE-795,Відхилено,Ващук Омелян Валерійович,2023-09-22,Світлана Венгринович,2023-09-22 05:00:00,UAH,1.0
2120,2024-09-13,Інше,4100,1000,82833.43,Юний перед відповісти присісти вмирати взагалі.,TRX-2120,Відхилено,Камілла Пушкар,2024-09-13,Галина Ісаєвич,2024-09-13 19:00:00,UAH,1.0
2121,2023-09-09,Інше,2000,1000,4587.52,Жити летіти порівняння танцювати щось.,TRX-2121,Очікує,Святослава Носаченко,2023-09-09,Демид Арсенич,2023-09-10 16:00:00,UAH,1.0
2122,2024-09-14,Закупівля,3000,1000,51286.71,Колектив поріг лапа зарплата термін.,TRX-2122,Проведено,Федір Щербак,2024-09-14,Пустовіт Михайлина Августинівна,2024-09-14 10:00:00,UAH,1.0
2123,2023-03-21,Зарплата,4100,1000,83951.9,Виплата заробітної плати,TRX-2123,Очікує,Данна Ярема,2023-03-21,Одарка Сиротенко,2023-03-22 08:00:00,UAH,1.0
2124,2023-05-01,Зарплата,4100,1000,82959.83,Виплата заробітної плати,TRX-2124,Очікує,Борис Скорик,2023-05-01,Базавлученко Демид Тимофійович,2023-05-01 10:00:00,UAH,1.0
2125,2024-03-20,Продаж,1000,3000,28974.834,Продаж товару 92,SALE-642,Проведено,Валентин Верменич,2024-03-20,,2024-03-21 20:00:00,UAH,1.0
2126,2023-01-21,Закупівля,4100,1000,6846.25,Ніч мимо командир польовий падати пропадати.,TRX-2126,Відхилено,Артюх Стефан Азарович,2023-01-21,Лариса Бгиденко,2023-01-22 23:00:00,UAH,1.0
2127,2023-11-13,Комунальні,4200,1000,19833.49,Оплата комунальних послуг,TRX-2127,Відхилено,пан Антон Фартушняк,2023-11-13,Богдан Малишко,2023-11-14 10:00:00,UAH,1.0
2128,2024-03-14,Інше,2100,1000,94254.37,Застосовуватися степ угодний тривога гуляти.,TRX-2128,Очікує,Ірина Дрозденко,2024-03-14,Хома Цимбалюк,2024-03-15 09:00:00,UAH,1.0
2129,2023-06-04,Комунальні,4200,1000,27981.26,Оплата комунальних послуг,TRX-2129,Очікує,Олександр Рябець,2023-06-04,Станіслав Вернидуб,2023-06-05 01:00:00,UAH,1.0
2130,2023-10-29,Ремонт,4400,1000,18932.27,Ремонт обладнання 40,MAINT-979,Проведено,Вʼячеслав Барабаш,2023-10-29,Веніямин Шаповал,2023-10-30 11:00:00,UAH,1.0
2131,2024-10-25,Комунальні,4200,1000,70615.89,Оплата комунальних послуг,TRX-2131,Відхилено,Єлисавета Мірошниченко,2024-10-25,пан Богуслав Карась,2024-10-25 02:00:00,UAH,1.0
2132,2024-10-26,Ремонт,4400,1000,31170.43,Ремонт обладнання 16,MAINT-811,Проведено,Яків Давиденко,2024-10-26,Омелян Ватаманюк,2024-10-26 09:00:00,UAH,1.0
2133,2024-04-21,Інше,2000,1000,69767.63,Наполегливо танцювати прошепотіти хотіти.,TRX-2133,Проведено,Демʼян Гайда,2024-04-21,Гордій Штокало,2024-04-22 20:00:00,UAH,1.0
2134,2024-04-18,Продаж,1000,3000,95049.312,Продаж товару 71,SALE-924,Очікує,Ліза Абраменко,2024-04-18,Володимир Ющенко,2024-04-19 09:00:00,UAH,1.0
2135,2023-09-15,Інше,4400,1000,95036.84,Прірва написати уточнити світило.,TRX-2135,Очікує,Марина Іщак,2023-09-15,,2023-09-16 09:00:00,UAH,1.0
